;meta[fps=30]
;meta[frames=116]
;meta[profile=mgla]
jaw_open_a;0;0;0;-0.0047085714;0.0008914286;0.020114286;0.023500953;0.058361907;0.10385143;0.09920218;0.07645725;0.08781584;0.11932041;0.2058225;0.28014892;0.26119578;0.18282972;0.10009111;0.05521806;0.041143704;0.05366649;0.11618362;0.200192;0.24713784;0.22845381;0.12338103;0.04883246;0.08849783;0.17006606;0.2168206;0.19488803;0.10694172;0.037355203;0.025968915;0.050036117;0.07780115;0.10265875;0.098379895;0.061901722;0.014630404;-0.0040630847;0.012896914;0.045522284;0.065746285;0.063698284;0.039378293;0.01212343;-0.0016091412;-0.0033645723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011154287;0.0021942854;0.04747429;0.09202667;0.111200005;0.060422864;0.08806095;0.110662855;0.13686857;0.13020952;0.08057143;-0.020556191;-0.007954286;0.028502861;0.07448381;0.12544;0.13928;0.122214116;0.13639362;0.1991223;0.23533762;0.2228261;0.13622768;0.047348123;-0.011471237;0.051706214;0.16429715;0.20242287;0.21248002;0.20139429;0.11355428;0.07636571;0.04970972;-0.00014933448;0.0051779044;0.034349713;0.058669716;0.08174172;0.14337145;0.15635659;0.13001373;0.08196572;0.046;0.010975239;0.0708419;0.10876571;0.113478094;0.10932189;0.094788566;0.051078092;0.032121904;0.021302858;0.0059428583;-0.00095999916;-0.0019200004;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.014582858;0.002811429;0.06214858;0.10578285;0.15497907;0.17074285;0.16695382;0.13923767;0.119607516;0.08112131;0.068774976;0.057102375;0.06979658;0.046507105;0.022858448;0.0060558356;-0.0059049814;-0.003757061;0.019983543;0.05007452;0.07232092;0.07006813;0.03672869;0.0146180615;0.026239092;0.05212869;0.063812576;0.05195772;0.020265145;-0.03318103;-0.015744464;0.13368961;0.3341486;0.47424003;0.4638254;0.32055962;0.1697646;0.105871566;0.089369595;0.07034515;0.021558862;-0.0028891407;-0.005997716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.018681904;0.0067657134;0.08793143;0.11846095;0.13250287;0.13737144;0.095321916;0.076952375;0.11844572;0.14495239;0.14214095;0.12482287;0.070360385;0.008417522;-0.0011967989;0.03961692;0.058922976;0.07998995;0.08409784;0.068202056;0.027423393;0.036937147;0.061645716;0.12032763;0.1764724;0.20837337;0.1820099;0.18423316;0.16999161;0.13311087;0.082070865;0.04018591;0.0010559985;-0.043128382;0.042096004;0.09923202;0.14343543;0.1559863;0.11528458;0.003593144;0.03491048;0.070468575;0.0953143;0.09758477;0.06464;0.0012799983;-0.012678095;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.0006933977;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015933515;0.01298403;0.058905717;0.12214435;0.16713399;0.16114053;0.10804142;0.04642553;0.009950577;-0.0012406731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17912245;0.114919536;0.029081354;-0.0033811089;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028028533;0.043760393;0.097813606;0.17140919;0.20621265;0.1853026;0.11422614;0.029081354;-0.0033811089;0;-0.0019943134;0.019943135;0.03988627;0.04985784;0.03988627;0.019943135;-0.002687711;0.0064377845;0.018829882;0.0272588;0.026272776;0.016857835;0.0042685303;-0.00049619284;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0027767716;0.025782945;0.07538314;0.10719162;0.118413895;0.15855679;0.24911682;0.38658026;0.48064727;0.45528826;0.3553818;0.24703553;0.19251537;0.19138695;0.20970972;0.20578691;0.185149;0.13755849;0.09117735;0.05161289;0.032858945;0.0407131;0.06315118;0.099002406;0.1357994;0.16005965;0.16316585;0.1345756;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;-0.0017376293;0.01415581;0.06427796;0.13329361;0.18236518;0.1757954;0.11783531;0.050597366;0.010832273;-0.0013511715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0039576152;0.034401905;0.12812868;0.23008557;0.26382905;0.2122119;0.100686595;0.044943623;0.062931806;0.09511158;0.09167639;0.058827475;0.011987349;0.023437956;0.09265686;0.20094737;0.2845146;0.3241308;0.35077366;0.3964271;0.42378405;0.3840783;0.25931326;0.10883658;0.049268518;0.047836326;0.06351507;0.04803528;0.05118897;0.07284254;0.109114714;0.10515471;0.06563105;0.031999666;0.065751284;0.13797261;0.21241586;0.28121036;0.35665768;0.36455142;0.30176497;0.19986314;0.1384414;0.13084605;0.18655658;0.20230237;0.19362374;0.19090542;0.19352116;0.1722147;0.1335379;0.079154685;0.032002058;0.0068799066;-0.00086118106;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010024579;0.09308916;0.27205786;0.39374703;0.37940726;0.24337834;0.061541688;-0.0071566273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0009224098;0.008556147;0.025127718;0.03614937;0.03701385;0.03532375;0.03806849;0.05333596;0.06675703;0.06357061;0.046026662;0.025836106;0.0101689985;0.001717908;0.0031239241;0.015387702;0.031849537;0.04352502;0.041915573;0.02748654;0.01705663;0.021248186;0.033179082;0.03839928;0.030876871;0.014992339;0.0030929355;0.0010496387;0.0066197217;0.013701283;0.018701063;0.017983811;0.012014865;0.0051257354;0.0010916244;-0.00013645305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011689159;0.011689159;0.023378318;0.029222896;0.023378318;0.011689159;-0.0011689159;-0.00097012066;0.009701206;0.019402413;0.024253014;0.018874094;0.014004725;0.018574152;0.04057553;0.055560876;0.05360155;0.03596412;0.0154646775;0.002191307;0.009977507;0.0303229;0.04294507;0.05080676;0.052216876;0.04325254;0.03435181;0.022583134;0.005757109;-0.0006679518;0;0;-0.0011808435;0.0118084345;0.023616869;0.029521087;0.023616869;0.0118084345;-0.0021032533;0.008556147;0.025127718;0.03641928;0.035146996;0.022583134;0.005757109;-0.0006679518;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0026105787;0.022699231;0.084451385;0.14983831;0.1907374;0.18916026;0.13783765;0.093764484;0.112100676;0.18908887;0.2966954;0.3650222;0.38069093;0.3898403;0.40245008;0.3672075;0.27122998;0.13331763;0.029106004;-0.003579109;0;0;0;0;-0.0025029646;0.018665548;0.10701518;0.25215742;0.38608363;0.43317607;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014917593;0.01385258;0.040485308;0.058594227;0.050096393;0.095309325;0.18193525;0.24902731;0.2410193;0.15138759;0.06924063;0.08354593;0.1275417;0.12294025;0.075956;0.043914866;0.106257945;0.22508489;0.307908;0.2967889;0.19892302;0.07874153;0.08515586;0.12492882;0.22739124;0.30807796;0.3387258;0.2883641;0.22901474;0.10865722;0.036591142;0.034740917;0.10563585;0.2217244;0.30337262;0.29247388;0.1960795;0.08423987;0.018052517;-0.0022509983;0;-0.0018146028;0.015643062;0.054957602;0.15238026;0.28844947;0.40422964;0.43136147;0.354072;0.20834534;0.08430481;0.018197984;-0.002274748;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0037572293;0.03266285;0.121608995;0.21667989;0.26664641;0.24871467;0.16486324;0.096660905;0.104545355;0.17606115;0.275678;0.33977443;0.34876078;0.34362662;0.34047353;0.30271038;0.22101304;0.1088205;0.023767954;-0.0029222895;0;0;0;0;-0.0020409646;0.015214462;0.087316155;0.2057663;0.31505066;0.3534579;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013618796;0.0126428455;0.036997113;0.053566027;0.046441212;0.0813788;0.14940971;0.20312047;0.19667472;0.121493034;0.07533013;0.12320003;0.18368678;0.17700727;0.11082102;0.050984766;0.09752633;0.2090821;0.2860126;0.27570164;0.18480115;0.073946744;0.07155635;0.10022411;0.19900143;0.2915276;0.3377462;0.29955786;0.23402438;0.10813399;0.034277067;0.035145406;0.109907776;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;-0.0017403858;0.015362894;0.05002218;0.1308258;0.24057402;0.3324545;0.3517175;0.2888892;0.16995665;0.068761945;0.014843379;-0.0018554223;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.0019444821;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;-0.0008423616;0.007818748;0.022895906;0.032347426;0.0373348;0.061993353;0.099350415;0.122558035;0.11117688;0.065318264;0.01672106;-0.0019444821;0;-0.0023266994;0.023266993;0.046533987;0.058167476;0.046533987;0.023266993;-0.0031356632;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027237593;0.025293114;0.073920004;0.106983624;0.10308724;0.06612724;0.01672106;-0.0019444821;-0.0008460725;0.008460725;0.01692145;0.021151813;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;-0.0010390364;0.009648195;0.028202415;0.040010322;0.044700827;0.066706136;0.100526765;0.12242074;0.11117688;0.065318264;0.01672106;-0.0019444821;0;-0.0023266994;0.023266993;0.046533987;0.058167476;0.046533987;0.023266993;-0.0031356632;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
