;meta[fps=30]
;meta[frames=126]
;meta[profile=mgla]
jaw_open_a;0;0;0;0;0;0;0;0;-0.0074666673;0.0058361916;0.026605714;0.047984764;0.023929903;0.046313144;0.13456991;0.24400534;0.26694936;0.23224765;0.10178973;0.038153905;0.09227733;0.16114286;0.16979048;0.15056764;0.09677714;0.05541714;0.04141714;0.02584;-0.0005257172;0.0006742875;0.05790173;0.11495315;0.12908345;0.100726865;0.038020577;0.003936;0.010876952;0.02753524;0.033554286;0.026255239;0.017158097;0.009965713;0.00024380854;-0.004327619;-0.00080457155;0.00862903;0.021622859;0.031207317;0.030231774;0.012524803;0.014909259;-0.002399998;0.023919545;0.104388565;0.17996572;0.18877715;0.1585943;0.061645716;-0.04094705;0.0139733385;0.14567773;0.20193069;0.19084649;0.13155659;0.012586667;0.02264991;0.12923428;0.1993143;0.18887618;0.15310475;0.09076572;0.031314287;0.0036723812;0.07046096;0.14793144;0.19960381;0.20950556;0.14220496;0.04032762;0.0424125;0.094909266;0.123235665;0.11801876;0.07431225;0.022749262;-0.020281598;0.014806858;0.052594285;0.080434285;0.09160001;0.071382865;0.019782858;0.014354287;-0.001268571;-0.0032685718;0;0;0;-0.0020114288;-0.00080457155;0.00862903;0.021622859;0.013653032;0.04422035;0.08987337;0.10258469;0.09457829;0.068253264;0.017197713;0.011126857;0.022747431;0.009976164;-0.0022210614;0.015704166;0.06045062;0.11359544;0.14626679;0.13930582;0.0927125;0.04527869;0.011766856;-0.002478369;-0.0040946933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.010697143;0.0020571437;0.045577142;0.09065143;0.103542864;0.061120003;0.037211426;0.094144;0.16772117;0.25154743;0.26857638;0.20215169;0.14539316;0.09912382;0.043101333;0.029068952;0.03584;0.057767622;0.0689981;0.03195428;0.040761907;0.0626438;0.104777135;0.156558;0.15919816;0.13636267;0.17857675;0.20383821;0.23084255;0.2064622;0.1257518;0.04788115;0.007446851;-0.034361906;0.014217147;0.059885718;0.115900956;0.15305144;0.13760002;0.06954666;0.030491432;-0.011684571;-0.010633143;0.037860576;0.094656;0.13655771;0.12622629;0.082793154;0.050496012;0.030777147;0.045101713;0.11783543;0.19491656;0.23077866;0.25973946;0.23596802;0.17352383;0.14548115;0.12622629;0.06268495;0.039138287;0.017798098;0.05920381;0.15168001;0.1710438;0.1789181;0.16001524;0.119611435;0.15754668;0.21731813;0.17004192;0.124571435;0.049851123;-0.00062964146;0.009912689;0.060966406;0.06483841;0.089618295;0.14926417;0.20209739;0.2284206;0.25132403;0.17792003;0.10100571;0.057158094;0.0149257155;-0.018605715;0;0;0;0;0;0;0;0;0;0;-0.014697143;0.0049942858;0.05558857;0.12371429;0.14601144;0.122480005;0.05312;-0.011382858;-0.001965713;0.060032;0.08262073;0.09669748;0.10010711;0.081621565;0.09253291;0.09867495;0.06571625;0.032197226;0.008404897;-0.0017456345;-0.002916571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004729736;0.04391625;0.12840581;0.18586557;0.17855564;0.11981085;0.04785939;0.029577548;0.03726218;0.029337404;0.013708281;0.0024771474;-0.000325388;0;0;0;0;0;-0.0010591809;0.009837978;0.028721932;0.04155615;0.040029403;0.025668437;0.006479134;-0.0007538314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0049667;0.049666997;0.099333994;0.12416749;0.099333994;0.049666997;-0.0049667;0;0;0;0;0;0;0;0;0;-0.00072520494;0.0072520496;0.014504099;0.018130125;0.014504099;0.0072520496;-0.00072520494;0;0;0;0;0;0;0;0;0;-0.0010591809;0.009837978;0.028206654;0.046708923;0.05033495;0.03855037;0.01678468;0.00439894;-0.0005152772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;-0.0030010126;0.027591184;0.08247775;0.14072315;0.15513183;0.12168651;0.055826463;0.014900097;-0.0047329166;0.027863136;0.08048105;0.1267391;0.14633991;0.12840658;0.11528372;0.13195033;0.16813065;0.18200019;0.16064124;0.10129491;0.048514776;0.030825026;0.074317284;0.13280554;0.1501246;0.11816308;0.055184755;0.005421383;0.040602412;0.12252147;0.17158252;0.22436981;0.265988;0.2540555;0.21488492;0.13993594;0.035415765;-0.004117446;0;0;0;0;-0.0047376873;0.046367794;0.10352778;0.15108715;0.15336652;0.11457761;0.04931274;0.026257666;0.0057324586;-0.00070492784;0;0;-0.0024082055;0.020925978;0.074894115;0.16532166;0.28342035;0.3680296;0.34819973;0.28379485;0.20741099;0.145468;0.11031345;0.07155006;0.029876534;0.04959829;0.107303604;0.1468397;0.1415867;0.09494269;0.040807094;0.008748263;-0.0010906702;-0.0057587;0.053469554;0.1534357;0.2554439;0.27636507;0.21275462;0.09367072;0.025010029;-0.0029127474;0;0;0;0;0;0;0;0;0;0;-0.0029771572;0.027696148;0.08029736;0.11593737;0.111428685;0.07128001;0.017777061;-0.002075422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008047231;0.06995206;0.26050523;0.45797908;0.629876;0.70398015;0.6037384;0.4253051;0.23773652;0.061541688;-0.0135314325;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063748052;0.051939618;0.23575585;0.48881674;0.66888225;0.64489806;0.4324092;0.18580355;0.03985829;-0.0049682907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030810356;0.008362164;0.016724328;0.02728659;0.04401092;0.05897337;0.07261666;0.06997384;0.057211485;0.04048715;0.025524706;0.014962448;0.007481224;0.0022000938;0;0.003239153;0.006478306;0.012956612;0.01943492;0.03239153;0.03886984;0.0485873;0.03886984;0.03239153;0.01943492;0.012956612;0.006478306;0.003239153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_right;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0012643377;0.010989401;0.040833734;0.073329985;0.09865452;0.10321248;0.081183985;0.051374644;0.024731316;0.014725159;0.033000406;0.06059278;0.06953857;0.056000613;0.027266752;0.005995664;-0.00073554233;0;-0.0007697351;0.006647712;0.025453739;0.044609644;0.05038266;0.03962386;0.01847364;0.0033238563;-0.00043734952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00052481936;0.004564338;0.01696916;0.02954574;0.04231952;0.06171558;0.08343673;0.0972925;0.10320918;0.09515346;0.07481327;0.052162804;0.029088775;0.006848627;0.004930121;0.020526266;0.048861213;0.078113265;0.08625061;0.067903146;0.03750603;0.008593253;0.009261208;0.0303229;0.04386748;0.04225061;0.025672149;0.018379277;0.051602785;0.10863761;0.1473645;0.15426508;0.13698183;0.114805035;0.092236534;0.076487646;0.052410368;0.031465307;0.018515786;0.009701206;-0.00097012066;0;0;0;0;0;0;0;0;0;0;-0.0009860243;0.009160482;0.026718074;0.038645793;0.037214465;0.023855425;0.0060115675;-0.0006997592;0;-0.0007122548;0.0049108095;0.033738386;0.08594292;0.14391297;0.17802621;0.16947918;0.122545324;0.06856389;0.026900735;0.005623062;-0.00071225467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.1727769;0.2500923;0.2410193;0.15463085;0.039130844;-0.004549494;0;-0.0036514706;0.03173885;0.11822749;0.2124087;0.23852004;0.24051279;0.26089644;0.31820673;0.3384568;0.27433345;0.13182364;0.04198857;0.046016324;0.08706754;0.098456115;0.07631351;0.046676476;0.04541739;0.06750768;0.09395115;0.10225045;0.1146391;0.13562019;0.14006023;0.10354738;0.1239162;0.19079971;0.2692934;0.29494336;0.23844697;0.12657095;0.06077844;0.027675478;0.00593186;-0.00073964556;0;0;0;0;0;0;0;0;0;0;0;-0.0037071332;0.03222868;0.11997529;0.21547017;0.24708655;0.19877134;0.09659698;0.01785287;0.027515907;0.08441056;0.15756616;0.2592069;0.36136714;0.4050239;0.38119936;0.29996204;0.21162209;0.16589254;0.13495079;0.089739874;0.06444103;0.07891859;0.1227147;0.13906386;0.11244784;0.05455682;0.017188627;-0.0019092292;0;0;0;0;0;0;-0.0009527221;0.007763828;0.03522378;0.0672416;0.1526953;0.2562427;0.31458256;0.2802912;0.23517221;0.27133614;0.43246022;0.57803446;0.5584969;0.37366393;0.16550925;0.06697491;0.07848308;0.13854183;0.17134829;0.16313486;0.11800039;0.066080004;0.025948817;0.005430129;-0.0006875132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.14101206;0.2040964;0.19667472;0.1261687;0.031913254;-0.0037108439;0;-0.0034956152;0.03038625;0.113167755;0.20322436;0.22885701;0.22373606;0.22619633;0.26255518;0.2758697;0.22390305;0.10738774;0.03612395;0.044628095;0.083455026;0.09435378;0.073174134;0.044227324;0.04169857;0.061551396;0.08575576;0.09363851;0.10269203;0.11788236;0.11918209;0.08532343;0.115433216;0.19531174;0.27844927;0.30045754;0.23762871;0.12052152;0.054861866;0.02528755;0.0054224357;-0.0006759675;0;0;0;0;0;0;0;0;0;0;0;-0.0034455187;0.029957645;0.11147561;0.20019075;0.22955279;0.18466087;0.089733765;0.014928726;0.04100668;0.1239051;0.20817834;0.28815445;0.34399524;0.34168074;0.31943685;0.28930867;0.26494312;0.26150763;0.23167913;0.15466055;0.087875016;0.072576836;0.10327242;0.120194234;0.09933929;0.050114952;0.016676536;-0.0018257353;0;0;0;0;0;0;-0.00086700154;0.0070658177;0.032044772;0.060377657;0.14690304;0.25619817;0.32027018;0.29026702;0.22153974;0.18702058;0.2559688;0.33770534;0.32680658;0.21791375;0.102090895;0.075264834;0.13785972;0.23505786;0.29077613;0.27681598;0.20015736;0.1119877;0.04393787;0.009184335;-0.0011633493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
