;meta[fps=30]
;meta[frames=145]
;meta[profile=trss]
jaw_open_a;0;0;0;0;-0.015970744;-0.0056118853;0.06768458;0.16906059;0.24375498;0.23592047;0.1252919;0.048430182;0.080426976;0.15358378;0.19976227;0.18118516;0.09218133;0.014246481;0.0649181;0.16104534;0.21406934;0.20625982;0.13267048;0.02087619;-0.013996189;-0.0061714286;0;-0.0074666673;0.0058361916;0.030445715;0.042224765;0.035291426;0.011580952;0.037531428;0.109699056;0.15815619;0.15104;0.13360761;0.10969905;0.09376184;0.095107354;0.11406873;0.14152625;0.18668559;0.1947767;0.13386059;0.06450043;0.044316657;0.05845577;0.061881907;0.023326473;0.026258284;0.08284649;0.15513222;0.18585603;0.16511318;0.091757715;0.02454476;0.04575848;0.09935544;0.107468195;0.089155056;0.062541716;0.012533331;0.05401143;0.09482666;0.11938287;0.13339429;0.13813333;0.095437706;0.1446263;0.12727162;0.09939658;0.069625914;0.031087236;-0.024036571;0;0;0;0;0;-0.0014628572;-0.0015238096;0.006034286;0.01952;0.03184762;0.03705143;0.029165717;0.014773333;0.004022858;-0.0006628563;-0.0013257146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0053028576;0.004114286;0.01686204;0.031621225;0.047177143;0.057652246;0.053368166;0.036530416;0.030302167;0.076206766;0.15177181;0.19390245;0.21782133;0.19823547;0.1358714;0.09036373;0.060794514;0.02087619;0.015875049;0.009078856;0.02056686;0.08353373;0.15514973;0.15466516;0.1748983;0.12301259;0.08197029;0.07227734;0.053382862;-0.0077085723;0.025973337;0.06950287;0.13020572;0.17961904;0.19088;0.15565716;0.09997714;0.04795429;0.013074284;-0.003480001;-0.004262857;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.004726858;-0.0016594288;0.019983543;0.05007452;0.07232092;0.07006813;0.027274976;0.01642835;0.06659338;0.13217099;0.1551566;0.12621716;0.049053714;-0.024415243;0.0047405744;0.08246858;0.114270486;0.10780229;0.06730686;0.0142247565;0.04117029;0.1092583;0.15107715;0.15980801;0.13035944;0.08366286;0.040077716;-0.007271619;0.01130686;0.06574515;0.10927239;0.095420964;0.09636573;0.0803962;0.10908953;0.11783132;0.09493913;0.03979398;0.032030173;0.0379709;0.045045946;0.027838176;0.008548574;-0.0011465137;-0.0023734863;0;-0.010132573;0.0019737128;0.043145142;0.08577486;0.09795659;0.0796903;0.030976007;-0.014536384;0.0022963833;0.03949715;0.073520765;0.10070552;0.10410058;0.053900186;0.060230095;0.051364575;0.041993145;0.03373714;0.018788572;-0.024960002;0.0024228578;0.05291429;0.105302855;0.12029715;0.09789714;0.035485715;-0.007731428;0.00062857073;0.04045714;0.07947429;0.10990287;0.112468585;0.08425523;0.07898287;0.10376954;0.13694477;0.15332572;0.12545523;0.06352762;0.017462859;-0.0029104736;-0.0056990488;0;0;0;0;0;0;0;0;0;0;0;0;-0.013348572;0.010483812;0.05435428;0.075337134;0.07343238;0.048639994;0.00095999666;-0.009539046;0;-0.007281371;-0.0025545175;0.030774858;0.077188574;0.099395975;0.116762534;0.09961967;0.113442145;0.11307977;0.09594789;0.03954286;0.023718098;0.022884574;0.06088838;0.07101105;0.07689448;0.06253867;0.071006484;0.06609219;0.043154284;0.015695237;-0.0014323799;-0.010308571;0.0104;0.045314282;0.08902857;0.12309714;0.13024;0.10613715;0.06806857;0.032594286;0.008799999;-0.0023999999;-0.00288;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00024332535;0.0018193739;0.010361208;0.024365932;0.03723196;0.041739047;0.034092586;0.020068774;0.008134701;0.0017748441;-0.00022106033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.00079982466;0.006518256;0.029568322;0.061255865;0.08376117;0.08070672;0.049047522;0.06687511;0.16748297;0.2886935;0.35851774;0.34165812;0.24677388;0.184083;0.17431372;0.15877217;0.12244322;0.07115071;0.023192246;0.032530457;0.09295601;0.16382238;0.21652734;0.2245869;0.21238963;0.19937772;0.17234686;0.12778635;0.06528514;0.074290566;0.15887716;0.25763857;0.26774377;0.22381637;0.16687824;0.20385654;0.26259956;0.28301886;0.23296481;0.16093251;0.10478448;0.104074545;0.12860078;0.16877142;0.20064309;0.185641;0.12962238;0.09745489;0.117636114;0.17458344;0.2156936;0.21611871;0.18721129;0.16155514;0.16522053;0.17032583;0.1499218;0.11149477;0.087298445;0.093883015;0.14852984;0.1997868;0.24292222;0.28269038;0.32485843;0.33091483;0.2884813;0.19018261;0.101459526;0.043082904;0.012722098;-0.0014485015;0;0;0;0;0;-0.0012094701;0.009007809;0.05181637;0.12218511;0.18719114;0.21005896;0.17171851;0.101006255;0.040842872;0.008788341;-0.0010997351;0;0;0;0;0;0;0;0;0;0;0;0;-0.0026718078;0.024809644;0.07010156;0.12742136;0.164659;0.179266;0.17540006;0.18501858;0.18380263;0.16426899;0.1391504;0.14933398;0.19424295;0.24852698;0.27696687;0.26093245;0.20219812;0.13331148;0.06430707;0.01707094;-0.0019847713;-0.0011099931;0.009651429;0.035909455;0.06447405;0.07260399;0.07262367;0.055219825;0.03922619;0.02556097;0.012500839;0.0031310248;0.03266464;0.08768121;0.15460642;0.20439507;0.21422294;0.18093924;0.12468098;0.06807206;0.026681697;0.005109832;-0.0006673556;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0057952777;0.04721783;0.2143235;0.44437882;0.60807467;0.5862709;0.39309925;0.1689123;0.036234803;-0.0045166276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024801886;0.008199531;0.018133838;0.031307295;0.051175915;0.072562456;0.09342042;0.099166885;0.089693375;0.06808998;0.046703435;0.02832565;0.0158976;0.0067087067;0.0017347767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0004163566;0.0033938312;0.015387702;0.031849537;0.04352502;0.041915573;0.027162902;0.019864414;0.031783935;0.052072577;0.06004808;0.048261512;0.023415688;0.0039546993;0.009764954;0.0303229;0.04386748;0.04225061;0.027089162;0.006833253;-0.00079518085;0;0;0;0;0;0;0;-0.00083759055;0.007776869;0.022742173;0.032920483;0.030805303;0.028912775;0.030280488;0.034998026;0.041847188;0.052973673;0.06884389;0.085734814;0.083376296;0.05596324;0.024089212;0.0051642237;-0.00064377853;0;-0.0010277713;0.008939423;0.033221062;0.059632596;0.06835771;0.054974828;0.026700186;0.0049118325;0.007838894;0.025127718;0.03641928;0.035146996;0.022583134;0.004786988;0.009033254;0.019402413;0.024253014;0.019402413;0.009701206;-0.0024658558;0.014957353;0.029914705;0.037393384;0.029914705;0.014957353;-0.0014957351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007382459;0.006017928;0.027280109;0.056477558;0.07626103;0.08288806;0.07489459;0.057761937;0.03971992;0.022012832;0.005757109;-0.0006679518;-0.0011458555;0.009962821;0.03706537;0.06665206;0.07513266;0.07519826;0.05718861;0.040589213;0.026386088;0.013372954;0.00013915653;0.0109933745;0.02933621;0.05159133;0.068143025;0.07139532;0.060342304;0.041667476;0.022775967;0.00892988;0.0017255422;-0.00022463857;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0036848679;0.030024435;0.13626665;0.28247464;0.38639903;0.3724277;0.24960247;0.107172884;0.022959737;-0.0028632875;0;0;0;0;0;0;0;0;0;-0.0032432775;0.027823906;0.107662715;0.20617448;0.24267435;0.23700787;0.19547242;0.16883595;0.14273463;0.13489881;0.1529417;0.23251204;0.29856485;0.32264972;0.33243188;0.36670113;0.4044493;0.3701769;0.24960247;0.10516458;0.040416107;0.062167957;0.1130787;0.16390148;0.2439377;0.33477634;0.39597914;0.3878728;0.29888248;0.17851385;0.09172166;0.041258644;0.00926412;0.017793497;0.038184583;0.04773073;0.038184583;0.019092292;-0.007162671;0.052534424;0.10506885;0.13133605;0.10506885;0.052534424;-0.005954792;0.004664531;0.034427356;0.092338786;0.16277987;0.21518627;0.22556178;0.19052215;0.13133605;0.071687944;0.028076246;0.00536588;-0.0007013495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063640974;0.05909148;0.16703092;0.30072787;0.41810286;0.4916492;0.48336655;0.43642578;0.33040094;0.23180854;0.18095872;0.16462453;0.1613071;0.14732955;0.11256363;0.08483286;0.075019374;0.07528188;0.109844685;0.14929318;0.19150144;0.2524005;0.3033066;0.28119478;0.25176963;0.28582072;0.42669997;0.5966537;0.6593535;0.5328475;0.33385068;0.18391733;0.1286174;0.13048162;0.14024484;0.11851832;0.08171;0.044659544;0.01755461;0.0034204705;-0.00044390972;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030057833;0.024491569;0.111147195;0.23044342;0.31527328;0.3039181;0.20372534;0.087501705;0.018747188;-0.0023378322;0;0;0;0;0;0;0;0;0;-0.004675664;0.042474326;0.13327126;0.23318945;0.25719857;0.25244874;0.22512206;0.22245026;0.19596054;0.16710635;0.15595372;0.22143556;0.28628606;0.3045282;0.2988359;0.31103295;0.33253494;0.3017653;0.20372534;0.08557606;0.035493303;0.059928935;0.10884417;0.15276617;0.21436387;0.28062358;0.32452348;0.31873247;0.25092727;0.15579978;0.08454045;0.039854463;0.008828097;0.017017933;0.036514707;0.045643385;0.036514707;0.018257353;-0.00685263;0.050268948;0.100537896;0.12567237;0.100537896;0.050268948;-0.0057783406;0.00500964;0.0367791;0.098589696;0.17375098;0.22965021;0.2406297;0.20322436;0.14006115;0.07646379;0.029974343;0.0057610855;-0.000751446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005195182;0.048240975;0.13632049;0.2454458;0.3412068;0.40122175;0.3944362;0.35591257;0.27127197;0.19666761;0.1632674;0.15550807;0.15478213;0.1411712;0.107933246;0.080879405;0.07024382;0.068565264;0.10424132;0.14820293;0.1939916;0.25318775;0.29803234;0.27091295;0.24407242;0.2415993;0.30254638;0.38369623;0.40350652;0.31111994;0.20326704;0.12887344;0.112790175;0.12603973;0.1341999;0.11337928;0.07817821;0.04268352;0.016729413;0.0032089523;-0.0004188615;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.001781762;0.015490918;0.05765622;0.103538126;0.11872289;0.09550182;0.0464054;0.009291026;0.006572739;0.022895906;0.03315639;0.031968918;0.020520965;0.005206313;-0.0006048675;0;0;0;0;0;0;0;0;0;0;0;-0.00080896396;0.007510748;0.021968197;0.03180193;0.03065157;0.019667473;0.004979952;-0.0005788916;0;0;0;0;0;0;-0.000890881;0.007745459;0.028832704;0.051723137;0.0592696;0.047636103;0.023110857;0.0042118076;0.0068923356;0.021968197;0.03180193;0.03065157;0.019667473;0.0041338797;0.007881833;0.01692145;0.021151813;0.01692145;0.008460725;-0.0008460725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00064167916;0.00522895;0.023720087;0.049223162;0.06650613;0.072376676;0.06541135;0.050427772;0.03460696;0.019172741;0.004979952;-0.0005788916;0;0;0;0;0;0;0;0;0;-0.00019342774;0.0012885905;0.009468219;0.025475407;0.04494621;0.059436593;0.06231713;0.052644353;0.036269788;0.019811733;0.0077635497;0.0014778435;-0.00019342774;0;0;0;0;0;0;0;0;0;0
